,Internship_ID,Student_ID,Is_Shortlisted
327,6326,7708249,0
328,5908,78661030,0
329,6952,78664557,0
330,9192,7672274,0
331,5213,7703974,0
332,5074,7667919,0
333,6640,7668472,0
334,8272,7673689,0
335,11408,7697228,0
336,10344,7663647,0
337,7897,7671703,0
338,5214,7674941,0
339,5708,78662235,0
340,10640,7661101,0
341,5207,7711597,0
342,7919,7702719,0
343,7919,7690238,0
344,5908,7705070,0
345,9744,7688676,0
346,11057,7690951,0
347,11408,7692682,0
348,7277,7665878,0
349,6568,7654586,0
350,5781,7662864,0
351,9197,7664134,0
352,8654,7671428,0
353,7549,7707315,0
354,5087,7698200,0
355,7177,7679455,0
356,6315,7685676,0
357,9852,7675491,0
358,7637,7667026,0
359,10719,7704559,0
360,6582,78665711,0
361,9876,7676414,0
362,10508,7710675,0
363,10634,78654683,0
364,8530,7698807,0
365,6188,7686716,0
366,7091,7659663,0
367,6471,7684060,0
368,9183,7687342,0
369,9926,7667380,0
370,11346,7681504,0
371,7894,7667658,0
372,7968,7686067,0
373,5183,7697523,0
374,9737,78661742,0
375,6221,7656905,0
376,11441,7669499,0
377,9860,7674816,0
378,8520,7675991,0
379,6412,7688316,0
380,10781,7691438,0
381,7563,7710161,0
382,9964,7695612,0
383,9953,7691623,0
384,8549,78657482,0
385,7894,78668067,0
386,7665,7705030,0
387,5905,7695829,0
388,8471,7694200,0
389,9911,78656326,0
390,8499,7693116,0
391,6629,7668928,0
392,9935,7711505,0
393,10756,7690565,0
394,8569,78661123,0
395,5186,7700318,0
396,6188,7657936,0
397,7885,78667983,0
398,7055,7657304,0
399,7079,7691879,0
400,5760,7668986,0
401,5922,7667665,0
402,9163,78656893,0
403,10535,78662992,0
404,7985,7670189,0
405,9197,7664113,0
406,10019,7687778,0
407,11296,7689317,0
408,5922,7702996,0
409,5057,7690695,0
410,10742,7711508,0
411,6188,7695259,0
412,8614,78655829,0
413,7885,78667938,0
414,9971,7664407,0
415,8527,7678490,0
416,7193,78664395,0
417,8569,7712023,0
418,6315,78659760,0
419,7845,7660585,0
420,10724,7675939,0
421,5781,7690329,0
422,6278,7698814,0
423,5144,7691908,0
424,7845,7710609,0
425,10037,7661096,0
426,8613,78668436,0
427,7261,7656985,0
428,7151,7658806,0
429,7935,7696655,0
430,7236,78659757,0
431,8592,7689373,0
432,5783,7711677,0
433,10034,78663025,0
434,10023,7707136,0
435,10616,7693465,0
436,8683,7697219,0
437,8471,7676611,0
438,5875,7705216,0
439,9112,7704604,0
440,7150,78655299,0
441,9935,7688386,0
442,5170,7692385,0
443,5908,7666650,0
444,7279,7705099,0
445,11412,78657239,0
446,9981,7669924,0
447,7749,7707212,0
448,10024,7654943,0
449,9948,7666980,0
450,5128,7704514,0
451,10466,7667265,0
452,5913,7660525,0
453,10014,7692921,0
454,5913,78654807,0
455,5150,78668220,0
456,5908,7684775,0
457,6221,7666662,0
458,7206,7667985,0
459,11359,7663549,0
460,7961,7676996,0
461,10588,7689234,0
462,7903,7664452,0
463,9935,7711235,0
464,10023,7682628,0
465,8706,7712347,0
466,7968,7705051,0
467,5054,7704812,0
468,9856,7682062,0
469,6552,7693536,0
470,7061,7694478,0
471,6605,7685488,0
472,5738,7667585,0
473,8591,78665009,0
474,11444,7689817,0
475,6268,7695702,0
476,10703,7685256,0
477,9946,7677969,0
478,11304,7677923,0
479,7187,7668388,0
480,7916,78668400,0
481,8551,7692099,0
482,10761,7676886,0
483,5928,7666887,0
484,7919,78661482,0
485,5942,7701785,0
486,5907,7675919,0
487,6552,7657021,0
488,7189,7695804,0
489,6435,7679235,1
490,5928,7655161,0
491,7068,7703477,0
492,5779,7681451,0
493,6473,7703898,0
494,9910,7660406,0
495,9197,7667715,0
496,7855,7658558,0
497,5056,7671428,0
498,8569,7690015,0
499,10697,78657018,0
500,7151,7668024,0
501,10679,7660106,0
502,11261,7710598,0
503,11389,7662866,0
504,6345,7654397,0
505,10766,7683449,0
506,4789,7710043,0
507,9946,7704135,0
508,11263,7693274,0
509,5087,7674211,0
510,10690,7696192,0
511,5087,7660462,0
512,7141,7697101,0
513,11355,7685659,0
514,5087,78661374,0
515,10428,7701302,0
516,11389,78661094,0
517,5220,7670446,0
518,7523,78656096,0
519,6198,7689818,0
520,7288,7712483,0
521,4879,7659594,0
522,6470,7698934,0
523,5879,78668141,0
524,8667,7711612,0
525,10610,7711111,0
526,11378,7684874,0
527,10735,78659047,0
528,10522,7663304,0
529,9911,7706710,0
530,7903,78661919,0
531,8527,7660405,0
532,5940,7655580,0
533,5770,7672841,0
534,7549,7656235,0
535,10609,7661729,0
536,9854,7657226,0
537,5187,7711790,0
538,7880,78657876,0
539,9318,78654457,0
540,5165,78655858,0
541,10699,78661461,0
542,7201,7677660,0
543,5923,7711829,0
544,5911,7705282,0
545,6632,78661026,0
546,7855,7679195,0
547,5911,7661651,0
548,10609,7684851,0
549,8356,78663414,0
550,9975,7682380,0
551,9204,7672358,0
552,9029,78655170,0
553,7183,7672546,0
554,9265,7663878,0
555,6590,7661716,0
556,11336,78667040,0
557,11435,78665248,0
558,5164,7689373,0
559,9284,7711856,0
560,7220,7689570,0
561,5087,78657230,0
562,6649,7690306,0
563,11370,7661516,0
564,10761,78655850,0
565,6638,7678295,0
566,5220,7656457,0
567,10661,78663839,0
568,7908,7684885,0
569,6511,78663569,0
570,7282,7675834,0
571,9934,7665761,0
572,5012,78663092,0
573,7151,78661176,0
574,8450,78661504,0
575,7282,7704797,0
576,10632,7659380,0
577,9935,7699959,0
578,5175,7658549,0
579,7255,7699413,0
580,11350,7675253,0
581,9897,7704833,0
582,9197,7684138,0
583,9845,78665623,0
584,10428,7692651,0
585,9132,7668133,0
586,10039,7709437,0
587,10046,78655798,0
588,7233,78655988,0
589,8560,7705340,0
590,5934,7666508,0
591,5229,7695861,0
592,8272,7662667,0
593,10648,7699600,0
594,10742,7711279,0
595,7851,7704236,0
596,8674,7702335,0
597,7897,78660916,0
598,6188,7710282,0
599,6609,7674302,0
600,6985,7695855,0
601,7222,7676710,0
602,10593,7668698,0
603,5229,7656131,0
604,5032,7674866,0
605,7279,7690230,0
606,7146,7706605,0
607,5632,7696853,0
608,9850,7694914,0
609,8603,78658136,0
610,11172,7667207,0
611,7851,7677615,0
612,5148,7711616,0
613,10633,7674850,0
614,11313,7674390,0
615,8594,7711730,0
616,6958,7687359,0
617,7968,78668251,0
618,4966,7690575,0
619,10046,7703675,0
620,5716,7687891,0
621,10697,7708468,0
622,7815,7686111,0
623,10738,7704748,0
624,9856,78656109,0
625,9302,7662755,0
626,8496,7656495,0
627,6524,7696173,0
628,7549,7707373,0
629,5843,7696403,0
630,10688,78656342,0
631,6514,7711480,0
632,5183,7711831,0
633,5213,7663074,0
634,7804,7689599,0
635,7851,7690988,0
636,5760,7701284,0
637,6435,78658846,0
638,9911,7672549,0
639,7159,78656278,0
640,11340,7706160,0
641,10046,7683709,0
642,8667,7696997,0
643,6489,78663871,0
644,9309,78655218,0
645,6633,7670424,0
646,11329,7711180,0
647,9284,7711234,0
648,5033,7681932,0
649,6426,7673303,0
650,10008,7656678,0
651,8527,7683667,0
652,8567,7673899,0
653,11003,7657344,0
654,9952,7703254,0
655,9334,7712341,0
656,10649,7667736,0
657,7919,7682875,0
658,5122,7670494,0
659,9935,7656384,0
660,9166,7684138,0
661,8594,7661839,0
662,6609,7692538,0
663,8537,7711986,0
664,6536,7669185,0
665,7718,7674509,0
666,9852,7676166,0
667,8527,7665345,0
668,8599,7659430,0
669,10706,7675919,0
670,11389,7700610,0
671,7282,7668596,0
672,9816,7681407,0
673,11277,7682856,0
674,5214,7711793,0
675,9190,7689366,0
676,8699,7661957,0
677,7950,7712000,0
678,11424,7707455,0
679,11282,7706200,0
680,5127,7678737,0
681,6188,7682615,0
682,10428,7681682,0
683,8591,78660775,0
684,7935,7705003,0
685,5137,7700067,0
686,7230,7700886,0
687,6390,7693581,0
688,5148,7700014,0
689,5196,7706394,0
690,6637,7667345,0
691,9816,78657578,0
692,6519,7670444,0
693,5212,7682464,0
694,7924,78655084,0
695,8578,7689291,0
696,10036,7669100,0
697,10632,7676501,0
698,11247,7688983,0
699,9251,78657485,0
700,8624,7712057,0
701,9085,7659587,0
702,7228,7712467,0
703,10046,7683640,0
704,10578,7698944,0
705,8686,7701716,0
706,6651,78654783,0
707,7953,7673183,0
708,8275,7710456,0
709,11370,7667971,0
710,6551,7704359,0
711,8549,7669073,0
712,5552,7657899,0
713,10714,78663591,0
714,5186,7711982,0
715,11370,78666893,0
716,7587,78658469,0
717,5925,7685484,0
718,5542,7686433,0
719,9302,7664117,0
720,7963,7677073,0
721,8276,78666514,0
722,7079,7671513,0
723,7913,7682693,0
724,11384,7675302,0
725,6622,78663113,0
726,5192,7674193,0
727,5899,7700531,0
728,10046,7704365,0
729,7917,7660913,0
730,6548,7710042,0
731,9283,7666291,0
732,6618,7690891,0
733,8632,7685901,0
734,6594,7688178,0
735,8686,7683889,0
736,7250,78668333,0
737,6331,78668400,0
738,6435,78657020,1
739,11114,78661168,0
740,10013,7658602,0
741,6492,78655710,0
742,7288,7688697,0
743,9860,7674802,0
744,6435,78655633,0
745,7151,7707979,0
746,9981,7680760,0
747,5185,7701568,0
748,5236,7690448,0
749,9335,7704715,0
750,5892,7667494,0
751,8566,7709533,0
752,9284,78668329,0
753,8341,7705989,0
754,9897,7663531,0
755,5760,7663647,0
756,5214,7689743,0
757,11316,78660205,0
758,10648,7675070,0
759,7288,7680475,0
760,4879,7703331,0
761,9320,7663625,0
762,8341,7680911,0
763,9838,7669791,0
764,5032,7688700,0
765,6490,78667866,0
766,7549,7681727,0
767,6524,7703884,0
768,11201,7682730,0
769,7157,7696753,0
770,10593,7664303,0
771,6282,78666737,0
772,9257,7694836,0
773,11329,78665279,0
774,10758,7668626,0
775,5914,78663220,0
776,8501,7681976,0
777,8578,7686152,0
778,8603,7676777,0
779,5920,78655619,0
780,9977,7675426,0
781,5693,7689319,0
782,5087,7696921,0
783,7845,7675471,0
784,8687,7671291,0
785,7088,7691859,0
786,6952,7672549,0
787,8272,7656264,0
788,5135,78662830,0
789,10316,78663569,0
790,7883,7682070,0
791,5916,7691581,0
792,7683,7662835,0
793,8518,7705999,0
794,5790,78662546,0
795,7811,7704167,0
796,8995,7702529,0
797,5087,7711919,0
798,6414,7697564,0
799,5929,78668545,0
800,9935,7673743,0
801,7194,7708201,0
802,6652,7682552,0
803,9935,7668888,0
804,9933,7682337,0
805,8527,7695622,0
806,10461,7658488,0
807,9930,78660717,0
808,11336,7706212,0
809,10461,7665789,0
810,8583,7675315,0
811,9331,7692829,0
812,11408,7677960,0
813,9183,7693485,0
814,7845,7661790,0
815,5662,7656821,0
816,7902,78665772,0
817,7206,7682525,0
818,8558,7667150,0
819,6526,7662144,0
820,6470,7686921,0
821,6319,7677287,0
822,5212,7678971,0
823,5932,7681971,0
824,5784,7688369,0
825,9029,78655947,0
826,9255,7675454,0
827,8366,78663698,0
828,6551,78662433,0
829,10745,78655065,0
830,7953,7663455,0
831,7278,7696321,0
832,9980,7711880,0
833,7983,7671428,0
834,6623,7662768,0
835,7232,7666595,0
836,9197,78654999,0
837,11457,78668400,0
838,8272,7684452,0
839,6606,7669341,0
840,10761,7655145,0
841,9693,7680911,0
842,9961,7679214,0
843,7262,7700253,0
844,10008,7690117,0
845,9961,7676580,0
846,10631,78660113,0
847,8594,78665517,0
848,10539,7655784,0
849,5146,7675322,0
850,7924,7698388,0
851,6605,7683038,0
852,5908,7711685,0
853,5098,78663662,0
854,9160,7696605,0
855,8276,7687515,0
856,11329,7665793,0
857,10628,7699539,0
858,11381,7689719,0
859,11380,7687138,0
860,10704,7674181,0
861,5634,7691733,0
862,7236,7679050,0
863,7232,78667780,0
864,7151,7670909,0
865,9339,7657021,0
866,7144,78655379,0
867,9724,7708018,0
868,7259,78667725,0
869,9965,78660698,0
870,11420,78660071,0
871,9257,7711547,0
872,9165,78664366,0
873,10574,7666554,0
874,5662,7671996,0
875,7269,7697574,0
876,4879,7660391,0
877,10019,7668188,0
878,9322,7702563,0
879,9190,7677005,0
880,6525,7679198,0
881,9916,78656513,0
882,5906,78660962,0
883,10586,7709773,0
884,5151,7683585,0
885,8527,78656516,0
886,10047,7660093,0
887,7916,7654875,0
888,5708,7687879,0
889,9876,7656135,0
890,9199,78663265,0
891,11370,7709039,0
892,6552,78666203,0
893,11277,7659276,0
894,9284,7682816,0
895,11428,78654506,0
896,10991,7677142,0
897,8366,7663992,0
898,11431,78659152,0
899,10641,7701296,0
900,7916,7668892,0
901,11304,7681957,0
902,9337,7660496,0
903,9112,7665252,0
904,7916,7668167,0
905,11389,7675568,0
906,9841,7660220,0
907,6544,7711036,0
908,5114,7700920,0
909,7913,7703510,0
910,9737,78665640,0
911,10548,78659265,0
912,11361,7695764,0
913,7818,7666782,0
914,5922,7667319,0
915,7990,78656721,0
916,9253,7679112,0
917,7667,78659840,0
918,9940,7682508,0
919,5843,7697599,0
920,7855,78667126,0
921,10718,78665155,0
922,7845,78657293,0
923,10991,7700850,0
924,6640,7675774,0
925,9855,7704700,0
926,9850,7655616,0
927,9897,7665028,0
928,10688,7696975,0
929,9286,78660479,0
930,4789,7665008,0
931,5529,7666765,0
932,9874,7697492,0
933,11222,7677814,0
934,7144,7688770,0
935,10532,7700131,0
936,8603,7706965,0
937,8341,7675123,0
938,10744,78666943,0
939,8609,7669185,0
940,9313,7669247,0
941,5913,7669836,0
942,4930,78663091,0
943,6538,7675867,0
944,9296,78654926,0
945,7026,7691223,0
946,8501,7670872,0
947,8693,7696800,0
948,11336,78664451,0
949,5925,78662249,0
950,8613,7678222,0
951,10369,7696011,0
952,8286,7707636,0
953,11370,7668322,0
954,8686,7696531,0
955,5069,7662154,0
956,7931,7680730,0
957,9850,78657556,0
958,5838,78665162,0
959,6492,78665609,0
960,5908,7697652,0
961,6642,7686087,0
962,5788,7691438,0
963,7232,7710322,0
964,8594,7660852,0
965,10761,7690456,0
966,6526,7711486,0
967,7917,7669542,0
968,8366,7668387,0
969,8578,7668110,0
970,7271,7679028,0
971,10727,7679814,0
972,5054,7675519,0
973,5170,78659910,0
974,10458,7705103,0
975,7187,7660713,0
976,6482,7683889,0
977,7916,7671996,0
978,8349,78659597,0
979,10046,7692643,0
980,4992,78659892,0
981,11356,78660522,0
982,10563,7691048,0
983,11450,7670667,0
984,6315,78656563,0
985,7805,7710249,0
986,7263,7666565,0
987,10532,78662444,0
988,8230,7681727,0
989,7790,7675289,0
990,8616,7711628,0
991,9850,7671451,0
992,11312,7674088,0
993,7845,7704857,0
994,7180,7659078,0
995,10595,7685705,0
996,6274,7699613,0
997,6274,7655044,0
998,6551,7708588,0
999,8703,7702446,0
1000,7269,7705020,0
1001,6616,7654349,0
1002,9870,7711226,0
1003,11338,7673303,0
1004,7175,7704959,0
1005,7899,7693390,0
1006,10001,7689319,0
1007,7236,78663129,0
1008,7792,7688943,0
1009,8687,7704673,0
1010,6569,7675219,0
1011,7180,7697321,1
1012,10756,7688938,0
1013,5183,7675749,0
1014,9981,7689342,0
1015,6394,7674680,0
1016,11353,7686162,0
1017,10610,78662092,0
1018,5913,7696944,0
1019,8685,78660867,0
1020,5163,7660070,0
1021,10711,7660865,0
1022,5155,7656914,0
1023,4879,7683862,0
1024,5032,7670502,0
1025,7874,7669153,0
1026,7958,7701782,0
1027,10761,7697940,0
1028,6605,7659822,0
1029,5812,78655060,0
1030,6602,7706965,0
1031,8592,78655170,0
1032,7204,78663543,0
1033,10428,7711239,0
1034,5908,7696294,0
1035,5087,7673767,0
1036,5772,7685754,0
1037,9336,7703576,0
1038,7643,7655141,0
1039,8349,78664631,0
1040,8230,78658048,0
1041,11326,7654499,0
1042,7267,7668888,0
1043,10701,78668468,0
1044,7140,7674751,0
1045,11370,7675900,0
1046,10458,7657527,0
1047,11288,7709225,0
1048,5853,7706981,0
1049,9334,7691212,0
1050,11187,7711043,0
1051,7267,78655982,0
1052,6622,7710480,0
1053,7206,7688981,0
1054,7949,78668188,0
1055,6221,7682136,0
1056,5763,78665342,0
1057,8583,7664820,0
1058,6412,7686015,0
1059,9845,7688510,0
1060,5772,78661221,0
1061,7089,78660776,0
1062,10543,7684025,0
1063,9897,7711574,0
1064,6995,78656496,0
1065,8705,7689268,0
1066,6188,78659265,0
1067,6583,7682775,0
1068,5788,7661071,0
1069,9139,7706965,0
1070,9933,7677707,0
1071,5908,7668178,0
1072,6642,7682996,0
1073,8341,78660699,0
1074,8603,7693439,0
1075,5908,7694730,0
1076,7868,7690437,0
1077,10009,7691473,0
1078,11370,7675981,0
1079,5898,7708549,0
1080,7151,7710285,0
1081,8663,7699554,0
1082,7127,7697641,0
1083,7858,78665779,0
1084,5087,7663200,0
1085,9879,7688417,0
1086,11208,7662379,0
1087,11454,7694075,0
1088,4990,7688950,0
1089,5184,78661107,0
1090,10369,7660283,0
1091,5925,78655703,0
1092,6643,7707100,0
1093,5873,78657220,0
1094,7968,78667501,0
1095,5237,7663720,0
1096,7992,7711667,0
1097,8584,7693001,0
1098,10048,7665287,0
1099,6331,7699737,0
1100,8617,7689719,0
1101,5846,7683891,0
1102,9737,7677462,0
1103,11252,7679235,0
1104,6278,7687796,0
1105,7868,7711710,0
1106,6526,78661061,0
1107,8496,78667602,0
1108,6524,78655640,0
1109,10369,7688178,0
1110,7925,7655966,0
1111,11279,78668522,0
1112,5222,78668400,0
1113,7889,7656914,0
1114,10695,78658934,0
1115,9725,7659349,0
1116,9858,7708300,0
1117,7188,78655053,0
1118,8576,7660762,0
1119,5783,7683349,0
1120,7825,7691438,0
1121,9165,78656779,0
1122,10008,7690141,0
1123,7894,7685096,0
1124,9283,78667930,0
1125,11338,7677386,0
1126,9952,7660856,0
1127,9911,7667848,0
1128,11279,7685096,0
1129,10008,7697332,0
1130,9262,7704603,0
1131,5914,78655642,0
1132,8527,78662966,0
1133,7820,7704168,0
1134,7151,7704611,0
1135,11322,78664641,0
1136,7889,78655060,0
1137,9865,7668183,0
1138,5886,7661020,0
1139,9188,7689831,0
1140,8687,7689948,0
1141,8644,7682684,0
1142,6569,7676897,0
1143,7173,7712284,0
1144,7208,7681914,0
1145,11326,7706605,0
1146,7900,7697174,0
1147,5087,78663569,0
1148,5873,7692600,0
1149,5166,7655446,0
1150,10748,78659647,0
1151,8661,7661290,0
1152,9688,78667092,0
1153,7144,7712100,0
1154,9884,7699294,0
1155,9085,7663144,0
1156,6188,7665766,0
1157,7957,7675155,0
1158,5914,7697114,0
1159,10629,7667751,0
1160,5230,78662661,0
1161,11174,7668404,0
1162,8603,7700933,0
1163,7713,78656177,0
1164,11408,7691649,0
1165,5914,7704577,0
1166,7919,78662817,0
1167,5911,7705827,0
1168,9887,7697837,0
1169,6188,7676093,0
1170,10026,7668218,0
1171,9724,7694449,0
1172,7175,7663502,0
1173,7913,7655449,0
1174,7192,7705100,0
1175,9085,7698068,0
1176,7931,7661332,0
1177,5137,7675140,0
1178,8655,7692277,0
1179,7247,78655060,0
1180,11326,7710011,0
1181,7845,7677269,0
1182,9981,7671281,0
1183,9911,7666862,0
1184,9886,7706605,0
1185,11329,7693439,0
1186,11256,7711950,0
1187,8253,7688534,0
1188,9953,78654984,0
1189,7903,7689159,0
1190,9331,7697147,0
1191,9183,78655543,0
1192,6471,7705216,0
1193,11437,7669173,0
1194,9165,7671686,0
1195,9112,7689205,0
1196,11344,7689649,0
1197,6549,78656417,0
1198,7288,7710264,0
1199,9744,7694371,0
1200,11450,7682186,0
1201,8496,7677515,0
1202,4789,7689591,0
1203,8682,7696944,0
1204,8327,7657252,0
1205,8600,7690920,0
1206,11338,7682141,0
1207,7262,78657363,0
1208,5150,7660643,0
1209,6414,78667607,0
1210,5760,7693121,0
1211,7265,7682380,0
1212,10030,7657464,0
1213,7220,78662343,0
1214,9232,7689392,0
1215,8674,7704544,0
1216,11286,78655957,0
1217,6471,7710351,0
1218,9972,7666315,0
1219,11388,7688643,0
1220,6188,7710167,0
1221,8674,78654620,0
1222,7813,7661340,0
1223,8674,7678444,0
1224,11402,7656720,0
1225,7931,78667875,0
1226,5178,7676702,0
1227,6985,78656092,0
1228,11350,7700814,0
1229,7943,78668401,0
1230,6552,7697231,0
1231,11425,7661066,0
1232,5410,7668163,0
1233,9950,7689649,0
1234,5191,7700616,0
1235,9341,78655403,0
1236,7151,7707481,0
1237,10553,7675140,0
1238,8557,7687330,0
1239,10741,7663623,0
1240,6526,78659063,0
1241,6521,7704520,0
1242,7226,7682794,0
1243,8514,7697952,0
1244,8655,7668431,0
1245,7128,7660572,0
